Type,Section,W,Massa linear,Area,d,bf,b2,tw,t,y,yp,bf/2tf,b/t,Ix,Iy,J2,J,ro,H3
W,W310X60,60.0,0.1,7550,302,203,–,7.49,–,–,–,7.77,–,128000000,18400000,377,377000,–,–
W,W310X52,52.0,0.1,6650,318,167,–,7.62,–,–,–,6.31,–,119000000,10200000,308,308000,–,–
W,W310X44.5,44.5,0.0,5670,312,166,–,6.60,–,–,–,7.41,–,99100000,8450000,190,190000,–,–
W,W310X38.7,38.7,0.0,4940,310,165,–,5.84,–,–,–,8.54,–,84900000,7200000,125,125000,–,–
W,W310X32.7,32.7,0.0,4180,312,102,–,6.60,–,–,–,4.74,–,64900000,1940000,122,122000,–,–
W,W310X28.3,28.3,0.0,3590,310,102,–,5.97,–,–,–,5.72,–,54100000,1570000,74.9,74900,–,–
W,W310X23.8,23.8,0.0,3040,305,101,–,5.59,–,–,–,7.53,–,42900000,1170000,42.9,42900,–,–
W,W310X21,21.0,0.0,2680,302,101,–,5.08,–,–,–,8.82,–,36900000,982000,29.3,29300,–,–
W,W250X167,167,0.2,21200,290,264,–,19.2,–,–,–,4.17,–,298000000,98200000,6290,6290000,–,–
W,W250X149,149,0.1,18900,282,262,–,17.3,–,–,–,4.62,–,259000000,86200000,4540,4540000,–,–
W,W250X131,131,0.1,16800,274,262,–,15.4,–,–,–,5.18,–,222000000,74500000,3130,3130000,–,–
W,W250X115,115,0.1,14600,269,259,–,13.5,–,–,–,5.86,–,189000000,64100000,2130,2130000,–,–
W,W250X101,101,0.1,12800,264,257,–,11.9,–,–,–,6.58,–,164000000,55800000,1480,1480000,–,–
W,W250X89,89.0,0.1,11400,259,257,–,10.7,–,–,–,7.41,–,142000000,48300000,1030,1030000,–,–
W,W250X80,80.0,0.1,10200,257,254,–,9.40,–,–,–,8.15,–,126000000,42900000,758,758000,–,–
W,W250X73,73.0,0.1,9290,254,254,–,8.64,–,–,–,8.93,–,113000000,38900000,579,579000,–,–
W,W250X67,67.0,0.1,8580,257,204,–,8.89,–,–,–,6.47,–,103000000,22200000,629,629000,–,–
W,W250X58,58.0,0.1,7420,252,203,–,8.00,–,–,–,7.53,–,87000000,18700000,406,406000,–,–
W,W250X49.1,49.1,0.0,6260,247,202,–,7.37,–,–,–,9.15,–,71200000,15200000,243,243000,–,–
W,W250X44.8,44.8,0.0,5700,267,148,–,7.62,–,–,–,5.70,–,70800000,6950000,259,259000,–,–
W,W250X38.5,38.5,0.0,4910,262,147,–,6.60,–,–,–,6.56,–,59900000,5870000,167,167000,–,–
W,W250X32.7,32.7,0.0,4190,259,146,–,6.10,–,–,–,7.99,–,49100000,4750000,99.5,99500,–,–
W,W250X28.4,28.4,0.0,3630,259,102,–,6.35,–,–,–,5.09,–,40100000,1790000,97.0,97000,–,–
W,W250X25.3,25.3,0.0,3220,257,102,–,6.10,–,–,–,6.08,–,34100000,1480000,64.9,64900,–,–
W,W250X22.3,22.3,0.0,2850,254,102,–,5.84,–,–,–,7.41,–,28700000,1200000,43.3,43300,–,–
W,W250X17.9,17.9,0.0,2280,251,101,–,4.83,–,–,–,9.43,–,22400000,907000,22.8,22800,–,–
W,W200X100,100,0.1,12700,229,210,–,14.5,–,–,–,4.43,–,113000000,36900000,2100,2100000,–,–
W,W200X86,86.0,0.1,11000,222,209,–,13.0,–,–,–,5.07,–,94900000,31300000,1390,1390000,–,–
W,W200X71,71.0,0.1,9100,216,206,–,10.2,–,–,–,5.92,–,76600000,25300000,816,816000,–,–
W,W200X59,59.0,0.1,7550,210,205,–,9.14,–,–,–,7.21,–,60800000,20400000,466,466000,–,–
W,W200X52,52.0,0.1,6650,206,204,–,7.87,–,–,–,8.10,–,52900000,17700000,320,320000,–,–
W,W200X46.1,46.1,0.0,5890,203,203,–,7.24,–,–,–,9.19,–,45800000,15400000,223,223000,–,–
W,W200X41.7,41.7,0.0,5320,205,166,–,7.24,–,–,–,7.03,–,40800000,9030000,224,224000,–,–
W,W200X35.9,35.9,0.0,4570,201,165,–,6.22,–,–,–,8.12,–,34400000,7620000,144,144000,–,–
W,W200X31.3,31.3,0.0,3970,210,134,–,6.35,–,–,–,6.59,–,31300000,4070000,117,117000,–,–
W,W200X26.6,26.6,0.0,3390,207,133,–,5.84,–,–,–,7.95,–,25800000,3320000,71.6,71600,–,–
W,W200X22.5,22.5,0.0,2860,206,102,–,6.22,–,–,–,6.37,–,20000000,1420000,57.0,57000,–,–
W,W200X19.3,19.3,0.0,2480,203,102,–,5.84,–,–,–,7.84,–,16500000,1140000,36.3,36300,–,–
W,W200X15,15.0,0.0,1910,200,100,–,4.32,–,–,–,9.61,–,12800000,870000,17.7,17700,–,–
W,W150X37.1,37.1,0.0,4740,162,154,–,8.13,–,–,–,6.68,–,22200000,7120000,192,192000,–,–
W,W150X29.8,29.8,0.0,3790,157,153,–,6.60,–,–,–,8.25,–,17200000,5540000,99.9,99900,–,–
W,W150X22.5,22.5,0.0,2860,152,152,–,5.84,–,–,–,11.5,–,12100000,3880000,42.0,42000,–,–
W,W150X24,24.0,0.0,3060,160,102,–,6.60,–,–,–,4.98,–,13400000,1840000,92.8,92800,–,–
W,W150X18,18.0,0.0,2290,153,102,–,5.84,–,–,–,7.14,–,9200000,1240000,37.6,37600,–,–
W,W150X13.5,13.5,0.0,1730,150,100,–,4.32,–,–,–,9.16,–,6830000,916000,16.9,16900,–,–
W,W150X13,13.0,0.0130,1630,148,100,–,4.32,–,–,–,10.1,–,6200000,828000,13.9,13900,–,–
W,W130X28.1,28.1,0.0,3590,131,128,–,6.86,–,–,–,5.85,–,10900000,3800000,132,132000,–,–
W,W130X23.8,23.8,0.0,3040,127,127,–,6.10,–,–,–,6.94,–,8910000,3130000,79.9,79900,–,–
W,W100X19.3,19.3,0.0,2470,106,103,–,7.11,–,–,–,5.88,–,4700000,1610000,62.9,62900,–,–
M,M318X18.5,18.5,0.0,2340,318,95.3,–,3.94,–,–,–,8.22,–,37200000,837000,20.5,20500,–,–
M,M318X17.3,17.3,0.0,2190,318,88.9,–,3.94,–,–,–,8.29,–,33400000,629000,17.2,17200,–,–
M,M310X17.6,17.6,0.0,2240,305,78.0,–,4.50,–,–,–,6.81,–,30100000,454000,20.8,20800,–,–
M,M310X16.1,16.1,0.0,2050,305,78.0,–,4.06,–,–,–,7.30,–,27800000,420000,16.4,16400,–,–
M,M310X14.9,14.9,0.0,1900,305,82.6,–,3.78,–,–,–,9.03,–,25700000,429000,12.2,12200,–,–
M,M250X13.4,13.4,0.0,1710,254,68.3,–,3.99,–,–,–,6.53,–,16200000,280000,13.1,13100,–,–
M,M250X11.9,11.9,0.0,1530,253,68.3,–,3.58,–,–,–,7.39,–,14400000,247000,9.32,9320,–,–
M,M250X11.2,11.2,0.0,1430,254,68.3,–,3.30,–,–,–,7.77,–,13700000,234000,7.78,7780,–,–
M,M200X9.7,9.70,0.01,1240,203,57.9,–,3.43,–,–,–,6.03,–,7700000,157000,7.66,7660,–,–
M,M200X9.2,9.20,0.01,1170,203,57.9,–,3.28,–,–,–,6.44,–,7330000,147000,6.49,6490,–,–
M,M150X6.6,6.60,0.01,832,152,46.7,–,2.90,–,–,–,5.39,–,3010000,74900,4.12,4120,–,–
M,M150X5.5,5.50,0.01,703,150,50.8,–,2.49,–,–,–,7.75,–,2480000,72000,2.21,2210,–,–
M,M130X28.1,28.1,0.0,3590,127,127,–,8.03,–,–,–,6.01,–,10100000,3620000,130,130000,–,–
M,M100X8.9,8.90,0.01,1130,96.5,96.5,–,3.30,–,–,–,11.9,–,1960000,612000,7.66,7660,–,–
M,M100X6.1,6.10,0.01,819,102,57.2,–,2.92,–,–,–,6.62,–,1470000,135000,6.12,6120,–,–
M,M100X4.3,4.30,0.00,590,76.2,57.2,–,2.29,–,–,–,8.65,–,624000,103000,3.29,3290,–,–
S,S610X180,180,0.2,22900,622,204,–,20.3,–,–,–,3.69,–,1320000000,34500000,5330,5330000,–,–
S,S610X158,158,0.2,20100,622,200,–,15.7,–,–,–,3.61,–,1220000000,32000000,4200,4200000,–,–
S,S610X149,149,0.1,18900,610,184,–,18.9,–,–,–,4.16,–,991000000,19700000,3160,3160000,–,–
S,S610X134,134,0.1,17100,610,181,–,15.9,–,–,–,4.09,–,937000000,18600000,2520,2520000,–,–
S,S610X119,119,0.1,15200,610,178,–,12.7,–,–,–,4.02,–,874000000,17500000,2040,2040000,–,–
S,S510X143,143,0.1,18200,516,183,–,20.3,–,–,–,3.91,–,695000000,20800000,3500,3500000,–,–
S,S510X128,128,0.1,16300,516,179,–,16.8,–,–,–,3.84,–,653000000,19400000,2770,2770000,–,–
S,S510X112,112,0.1,14200,508,162,–,16.1,–,–,–,4.02,–,533000000,12300000,1910,1910000,–,–
S,S510X98.2,98.2,0.1,12500,508,159,–,12.8,–,–,–,3.93,–,495000000,11400000,1490,1490000,–,–
S,S460X104,104,0.1,13200,457,159,–,18.1,–,–,–,4.52,–,384000000,9990000,1710,1710000,–,–
S,S460X81.4,81.4,0.1,10300,457,152,–,11.7,–,–,–,4.34,–,333000000,8620000,970,970000,–,–
S,S380X74,74.0,0.1,9480,381,143,–,14.0,–,–,–,4.53,–,202000000,6490000,882,882000,–,–
S,S380X64,64.0,0.1,8130,381,140,–,10.4,–,–,–,4.42,–,186000000,5950000,641,641000,–,–
S,S310X74,74.0,0.1,9480,305,139,–,17.4,–,–,–,4.16,–,126000000,6490000,1150,1150000,–,–
S,S310X60.7,60.7,0.1,7680,305,133,–,11.7,–,–,–,3.98,–,112000000,5620000,703,703000,–,–
S,S310X52,52.0,0.1,6580,305,129,–,10.9,–,–,–,4.67,–,94900000,4100000,437,437000,–,–
S,S310X47.3,47.3,0.0,6010,305,127,–,8.89,–,–,–,4.60,–,90300000,3880000,365,365000,–,–
S,S250X52,52.0,0.1,6650,254,125,–,15.1,–,–,–,5.03,–,61200000,3450000,537,537000,–,–
S,S250X37.8,37.8,0.0,4810,254,118,–,7.90,–,–,–,4.75,–,51200000,2800000,251,251000,–,–
S,S200X34,34.0,0.0,4360,203,106,–,11.2,–,–,–,4.91,–,26900000,1780000,229,229000,–,–
S,S200X27.4,27.4,0.0,3480,203,102,–,6.88,–,–,–,4.71,–,23900000,1540000,139,139000,–,–
S,S150X25.7,25.7,0.0,3260,152,90.7,–,11.8,–,–,–,4.97,–,10900000,953000,154,154000,–,–
S,S150X18.6,18.6,0.0,2360,152,84.6,–,5.89,–,–,–,4.64,–,9160000,749000,69.5,69500,–,–
S,S130X15,15.0,0.0,1890,127,76.2,–,5.44,–,–,–,4.61,–,5120000,495000,47.5,47500,–,–
S,S100X14.1,14.1,0.0,1800,102,71.1,–,8.28,–,–,–,4.77,–,2810000,369000,49.9,49900,–,–
S,S100X11.5,11.5,0.0,1460,102,67.6,–,4.90,–,–,–,4.54,–,2520000,311000,30.5,30500,–,–
S,S75X11.2,11.2,0.0,1420,76.2,63.8,–,8.86,–,–,–,4.83,–,1210000,241000,37.3,37300,–,–
S,S75X8.5,8.50,0.01,1070,76.2,59.2,–,4.32,–,–,–,4.48,–,1040000,186000,18.0,18000,–,–
HP,HP460X304,304,0,38800,465,460,–,28.7,–,–,–,8.01,–,1450000000,466000000,12300,12300000,–,–
HP,HP460X269,269,0,34300,457,457,–,25.4,–,–,–,9.00,–,1260000000,405000000,8620,8620000,–,–
HP,HP460X234,234,0,29800,451,455,–,22.1,–,–,–,10.3,–,1070000000,347000000,5790,5790000,–,–
HP,HP460X202,202,0,25700,445,452,–,19.1,–,–,–,11.9,–,916000000,294000000,3800,3800000,–,–
HP,HP410X272,272,0,34900,419,414,–,28.7,–,–,–,7.21,–,1040000000,340000000,11200,11200000,–,–
HP,HP410X242,242,0,30800,414,409,–,25.4,–,–,–,8.05,–,912000000,290000000,7830,7830000,–,–
HP,HP410X211,211,0,26900,406,406,–,22.2,–,–,–,9.14,–,778000000,249000000,5370,5370000,–,–
HP,HP410X181,181,0,23100,401,404,–,19.1,–,–,–,10.6,–,662000000,210000000,3480,3480000,–,–
HP,HP410X151,151,0,19300,394,401,–,15.9,–,–,–,12.6,–,541000000,171000000,2110,2110000,–,–
HP,HP410X131,131,0,16600,389,399,–,13.7,–,–,–,14.5,–,462000000,145000000,1440,1440000,–,–
HP,HP360X174,174,0.2,22200,361,378,–,20.4,–,–,–,9.25,–,508000000,184000000,3340,3340000,–,–
HP,HP360X152,152,0.2,19400,356,376,–,17.9,–,–,–,10.5,–,437000000,158000000,2240,2240000,–,–
HP,HP360X132,132,0.1,16800,351,373,–,15.6,–,–,–,11.9,–,376000000,136000000,1490,1490000,–,–
HP,HP360X108,108,0.1,13800,345,371,–,12.8,–,–,–,14.4,–,303000000,109000000,837,837000,–,–
HP,HP310X132,132,0.1,16700,315,312,–,18.3,–,–,–,8.54,–,288000000,93200000,2050,2050000,–,–
HP,HP310X125,125,0.1,15900,312,312,–,17.4,–,–,–,8.97,–,271000000,88700000,1760,1760000,–,–
HP,HP310X110,110,0.1,14100,307,310,–,15.4,–,–,–,10.0,–,237000000,77400000,1240,1240000,–,–
HP,HP310X93,93.0,0.1,11900,302,307,–,13.1,–,–,–,11.8,–,196000000,63700000,762,762000,–,–
HP,HP310X79,79.0,0.1,10000,300,305,–,11.0,–,–,–,13.8,–,164000000,52900000,466,466000,–,–
HP,HP250X85,85.0,0.1,10800,254,259,–,14.4,–,–,–,9.03,–,122000000,42000000,820,820000,–,–
HP,HP250X62,62.0,0.1,8000,246,257,–,10.5,–,–,–,12.0,–,87400000,29800000,338,338000,–,–
HP,HP200X53,53.0,0.1,6840,204,207,–,11.3,–,–,–,9.16,–,49500000,16800000,320,320000,–,–
C,C380X74,74.0,0.1,9480,381,94.5,–,18.2,–,–,–,–,5.72,168000000,4580000,1100,1100000,139,0.937
C,C380X60,60.0,0.1,7610,381,89.4,–,13.2,–,–,–,–,5.42,145000000,3820000,604,604000,145,0.927
C,C380X50.4,50.4,0.1,6450,381,86.4,–,10.2,–,–,–,–,5.23,131000000,3360000,420,420000,151,0.920
C,C310X45,45.0,0.0,5680,305,80.5,–,13.0,–,–,–,–,6.33,67400000,2130000,358,358000,115,0.919
C,C310X37,37.0,0.0,4740,305,77.5,–,9.83,–,–,–,–,6.09,59900000,1850000,224,224000,120,0.909
C,C310X30.8,30.8,0.0,3920,305,74.7,–,7.16,–,–,–,–,5.87,53700000,1610000,154,154000,125,0.899
C,C250X45,45.0,0.0,5680,254,77.0,–,17.1,–,–,–,–,6.95,42900000,1640000,508,508000,92.2,0.921
C,C250X37,37.0,0.0,4740,254,73.4,–,13.4,–,–,–,–,6.63,37900000,1390000,286,286000,95.5,0.912
C,C250X30,30.0,0.0,3790,254,69.6,–,9.63,–,–,–,–,6.28,32800000,1170000,153,153000,99.8,0.900
C,C250X22.8,22.8,0.0,2890,254,66.0,–,6.10,–,–,–,–,5.96,28000000,945000,87.0,87000,106,0.884
C,C230X30,30.0,0.0,3790,229,67.3,–,11.4,–,–,–,–,6.42,25300000,1000000,178,178000,87.9,0.899
C,C230X22,22.0,0.0,2840,229,63.2,–,7.24,–,–,–,–,6.03,21200000,795000,86.6,86600,93.7,0.882
C,C230X19.9,19.9,0.0,2540,229,61.7,–,5.92,–,–,–,–,5.88,19900000,728000,69.9,69900,96.3,0.875
C,C200X27.9,27.9,0.0,3550,203,64.3,–,12.4,–,–,–,–,6.49,18300000,820000,181,181000,77.5,0.894
C,C200X20.5,20.5,0.0,2600,203,59.4,–,7.70,–,–,–,–,6.00,15000000,633000,77.4,77400,82.8,0.874
C,C200X17.1,17.1,0.0,2170,203,57.4,–,5.59,–,–,–,–,5.79,13500000,545000,54.1,54100,86.6,0.862
C,C180X22,22.0,0.0,2790,178,58.4,–,10.6,–,–,–,–,6.28,11300000,570000,111,111000,69.9,0.875
C,C180X18.2,18.2,0.0,2320,178,55.6,–,7.98,–,–,–,–,5.98,10100000,483000,67.0,67000,72.6,0.862
C,C180X14.6,14.6,0.0,1850,178,53.1,–,5.33,–,–,–,–,5.71,8820000,398000,41.5,41500,76.7,0.845
C,C150X19.3,19.3,0.0,2460,152,54.9,–,11.1,–,–,–,–,6.30,7200000,437000,98.6,98600,60.2,0.858
C,C150X15.6,15.6,0.0,1980,152,51.6,–,7.98,–,–,–,–,5.92,6290000,358000,53.3,53300,63.0,0.842
C,C150X12.2,12.2,0.0,1540,152,48.8,–,5.08,–,–,–,–,5.60,5450000,286000,30.6,30600,67.3,0.824
C,C130X13,13.0,0.0,1700,127,48.0,–,8.26,–,–,–,–,5.91,3700000,260000,45.4,45400,53.3,0.815
C,C130X10.4,10.4,0.0,1270,127,44.5,–,4.83,–,–,–,–,5.47,3110000,196000,22.9,22900,57.4,0.790
C,C100X10.8,10.8,0.0,1370,102,43.7,–,8.15,–,–,–,–,5.81,1910000,177000,34.0,34000,44.5,0.767
C,C100X9.3,9.30,0.01,1190,102,41.9,–,6.27,–,–,–,–,5.57,1740000,156000,22.8,22800,46.0,0.753
C,C100X8,8.00,0.01,1020,102,40.1,–,4.67,–,–,–,–,5.34,1600000,130000,16.6,16600,47.8,0.742
C,C100X6.7,6.70,0.01,865,102,38.6,–,3.18,–,–,–,–,5.14,1470000,110000,12.7,12700,50.0,0.727
C,C75X8.9,8.90,0.01,1140,76.2,40.6,–,9.04,–,–,–,–,5.86,862000,125000,30.2,30200,35.6,0.690
C,C75X7.4,7.40,0.01,948,76.2,38.1,–,6.55,–,–,–,–,5.49,770000,100000,17.7,17700,36.8,0.673
C,C75X6.1,6.10,0.01,774,76.2,35.8,–,4.32,–,–,–,–,5.16,687000,79500,11.2,11200,38.9,0.655
C,C75X5.2,5.20,0.01,703,76.2,34.8,–,3.35,–,–,–,–,5.02,653000,70300,9.41,9410,39.9,0.646
MC,MC460X86,86.0,0.1,11000,457,107,–,17.8,–,–,–,–,6.72,281000000,7330000,1170,1170000,167,0.944
MC,MC460X77.2,77.2,0.1,9870,457,104,–,15.2,–,–,–,–,6.56,261000000,6780000,845,845000,170,0.939
MC,MC460X68.2,68.2,0.1,8710,457,102,–,12.7,–,–,–,–,6.40,241000000,6200000,604,604000,174,0.933
MC,MC460X63.5,63.5,0.1,8130,457,100,–,11.4,–,–,–,–,6.32,231000000,5950000,512,512000,177,0.930
MC,MC330X74,74.0,0.1,9480,330,112,–,20.0,–,–,–,–,7.23,131000000,6830000,1230,1230000,129,0.875
MC,MC330X60,60.0,0.1,7550,330,106,–,14.2,–,–,–,–,6.87,114000000,5700000,645,645000,135,0.859
MC,MC330X52,52.0,0.1,6650,330,103,–,11.4,–,–,–,–,6.67,105000000,5120000,470,470000,140,0.849
MC,MC330X47.3,47.3,0.0,6030,330,102,–,9.53,–,–,–,–,6.56,99500000,4750000,390,390000,143,0.842
MC,MC310X74,74.0,0.1,9480,305,105,–,21.2,–,–,–,–,5.91,112000000,7240000,1340,1340000,121,0.859
MC,MC310X67,67.0,0.1,8520,305,102,–,18.0,–,–,–,–,5.73,104000000,6580000,970,970000,124,0.851
MC,MC310X60,60.0,0.1,7610,305,98.8,–,15.0,–,–,–,–,5.56,97400000,5910000,703,703000,127,0.842
MC,MC310X52,52.0,0.1,6650,305,95.8,–,11.8,–,–,–,–,5.39,89900000,5240000,516,516000,132,0.831
MC,MC310X46,46.0,0.0,5880,305,93.2,–,9.40,–,–,–,–,5.24,84100000,4700000,416,416000,136,0.822
MC,MC310X21.3,21.3,0.0,2700,305,53.8,–,6.35,–,–,–,–,6.77,31700000,416000,48.7,48700,111,0.965
MC,MC310X15.8,15.8,0.0,2000,305,38.1,–,4.83,–,–,–,–,4.85,23000000,157000,24.8,24800,108,0.983
MC,MC250X61.2,61.2,0.1,7810,254,110,–,20.2,–,–,–,–,7.51,65300000,6530000,941,941000,108,0.790
MC,MC250X50,50.0,0.1,6370,254,104,–,14.6,–,–,–,–,7.13,57900000,5450000,499,499000,114,0.770
MC,MC250X42.4,42.4,0.0,5400,254,100,–,10.8,–,–,–,–,6.87,52400000,4700000,329,329000,119,0.752
MC,MC250X37,37.0,0.0,4740,254,86.6,–,9.65,–,–,–,–,5.93,45800000,3020000,266,266000,113,0.803
MC,MC250X33,33.0,0.0,4160,254,84.3,–,7.37,–,–,–,–,5.77,42500000,2660000,212,212000,117,0.791
MC,MC250X12.5,12.5,0.0,1590,254,38.1,–,4.32,–,–,–,–,5.36,13300000,136000,17.2,17200,93.5,0.972
MC,MC250X9.7,9.70,0.01,1260,254,29.7,–,3.86,–,–,–,–,5.79,9530000,55400,7.95,7950,87.9,0.988
MC,MC230X37.8,37.8,0.0,4820,229,88.9,–,11.4,–,–,–,–,6.36,36600000,3150000,288,288000,104,0.770
MC,MC230X35.6,35.6,0.0,4530,229,87.6,–,10.2,–,–,–,–,6.27,35300000,2970000,249,249000,105,0.763
MC,MC200X33.9,33.9,0.0,4320,203,88.9,–,10.8,–,–,–,–,6.67,26600000,2920000,238,238000,97.5,0.715
MC,MC200X31.8,31.8,0.0,4050,203,87.6,–,9.53,–,–,–,–,6.57,25600000,2740000,206,206000,99.3,0.707
MC,MC200X29.8,29.8,0.0,3790,203,77.0,–,10.2,–,–,–,–,6.06,22600000,1840000,184,184000,90.9,0.779
MC,MC200X27.8,27.8,0.0,3550,203,75.7,–,8.97,–,–,–,–,5.96,21800000,1730000,158,158000,92.7,0.773
MC,MC200X12.6,12.6,0.0,1610,203,47.5,–,4.55,–,–,–,–,6.01,9700000,260000,24.4,24400,82.3,0.910
MC,MC180X33.8,33.8,0.0,4300,178,91.4,–,12.8,–,–,–,–,7.20,19700000,3010000,260,260000,89.7,0.659
MC,MC180X28.4,28.4,0.0,3620,178,87.6,–,8.94,–,–,–,–,6.90,17900000,2520000,169,169000,94.0,0.638
MC,MC150X26.8,26.8,0.0,3410,152,88.9,–,9.63,–,–,–,–,7.37,12400000,2450000,158,158000,87.9,0.563
MC,MC150X22.8,22.8,0.0,2900,152,88.9,–,8.64,–,–,–,–,9.09,10500000,2040000,92.8,92800,86.6,0.579
MC,MC150X24.3,24.3,0.0,3090,152,76.2,–,9.53,–,–,–,–,6.32,10800000,1570000,140,140000,79.0,0.643
MC,MC150X22.5,22.5,0.0,2860,152,74.7,–,8.03,–,–,–,–,6.19,10400000,1440000,119,119000,80.8,0.634
MC,MC150X17.9,17.9,0.0,2280,152,63.5,–,7.87,–,–,–,–,6.67,7780000,770000,64.5,64500,71.1,0.740
MC,MC150X10.4,10.4,0.0,1350,152,47.8,–,4.55,–,–,–,–,6.46,4750000,251000,19.3,19300,66.8,0.830
MC,MC150X9.7,9.70,0.01,1260,152,47.0,–,3.94,–,–,–,–,6.36,4580000,235000,17.1,17100,68.1,0.824
MC,MC100X20.5,20.5,0.0,2600,102,63.5,–,12.7,–,–,–,–,5.00,3680000,887000,155,155000,56.6,0.550
MC,MC75X10.6,10.6,0.0,1360,76.2,49.3,–,7.92,–,–,–,–,5.53,1130000,277000,38.6,38600,44.7,0.516
L,L305X305X34.9,156,0.2,20100,305,–,305,–,35.1,88.9,33.0,–,8.70,172000000,172000000,8280,8280000,165,0.627
